label,text
1,@chengelis Guess that she doesn't respect him either 😊
1,@StacyLStiles If you vote no then we got ourselves a little problem cuz we ain't going anywhere folks 😊
1,I️ can’t wait to move 😊
1,@nzherald Is there any possible way that a HUGE fan like me simply get a follow from you it would truly mean the world to me. 😊
1,"a compilation of iconic/cute/funny woojin moments from the wanna one go ep today 😊
© Think… https://t.co/2tsBm8zor4"
1,goodmorning 😊
1,Celebrated my 20th birthday in advance with these people! Thank you so much guys 😊 https://t.co/IzqvaEBAHs
1,"Participate nd Win 😊

https://t.co/67or6TPKvr @OnlyShivanna @shivuaDDa @Raj_Dynasty https://t.co/zoJxCnKspV"
1,That's hilarious . 😊 https://t.co/FJKLWSzZUd
1,My mom made me sit in the back seat of my own car but it’s okay because she’s filling up my tank 😊
1,Zoey lowkey gassed me up earlier saying I️ was one of her hot friends 😊
1,"@SnarkySteff Hi there, not to worry! We're just glad to know your trip's back on the right track. 😊"
1,Trust God 😊
1,@KelPort @LynwoodTalks @TeedGirlFromMA @wwwillstand @AmauThomas @trollstomper123 @CynthiaRunnels1 @Jewels2889 @52stillAlive That we do 😊
1,omg!!! which of the masquerade groups are you part of? @Benawyn 😊 https://t.co/b4pyjT9TyL
1,Drop urs im right around the corner 😊 https://t.co/jug7rtrg4P
1,@justinm_hu I’m finishing my thigh piece. It’s a compass right now but I’m adding a map and some other small details 😊
1,@HannahCranston @marcmaron Hanna you're so perfect 😊
1,@toonalibrary @leahkurtz2012 Thanks you! 😊
1,@AnastasiaK_xoxo Lovely 😊
1,Super excited for hallmark and lifetime Christmas movies 😊
1,"@xReveuse @Isma_TTF @Thomvs_off @o9_12_ Les ""si"" n'aime pas les ""rai"" 😊"
1,It's freezing outside but I still have that #FridayFeeling 😊 #FlashbackFriday https://t.co/dRJT6RjG8H
1,Viernes al fin!! 😊
1,@sithbaeks magina!!! se fizer um goodreads me avisa 😊
1,"#Enjoyablemoments
😊
When I'm with my ......"
1,This was an unexpected but fun email 😊 I've always been an explorer by heart 😋 #fortnite… https://t.co/jOlFlowjbx
1,@itsKeithTe happy birthday keith! God bless. 😊
1,@Jackie13802240 I am glad you agree with your own opinion. Good luck succeeding in life 😊
1,im always broke though 😊 https://t.co/iiIAh3XvHw
1,Accuracy! Give the salaam to everybody! 😊 https://t.co/J1ytXi7LRx
1,@_TrixieMarie It's all in the mind! 😊 You are one step ahead if you can practice mind over matter. #werpa hahahaha
1,@PoetessBecca You’re welcome always 😊
1,"@RobExRAF Thanks Rob, it's a nice little spot! 😊"
1,@MarkReadMusic loving #onceuponadecember but won't listen again now... until December. 😊
1,"@migzdinds I never did and I never will, of course! 😊"
1,Follback and like back yahhhhhhh ukhti😉❤😊 — Followed and done ya ukhty 😊 https://t.co/Y8DlhQ1PQp
1,Just got 2 tickets for galantis for the 18th someone take them 😊 @MilwaukeeEDMFam @WisconsinEDMfam @ChicagoEDMFam
1,@Wayward_Wife See if you bump into inspector morse 😊 xx
1,"Please. Fix it. #itsdrivingmenuts #thanks and #yourewelcome 😊
https://t.co/T4UNOd9iMm"
1,@_artbyolivia Ditto baby you're so good to me 😊
1,"@gerrardnum8 ohh :D yes please 😊 ! 😈(not a devil this is sonic, you know it is, look again, SONIC!)"
1,@bethanysmile98 Love the photo you have such a beautiful smile 😊
1,The universe will respond according to the nature of your soul! 😊 https://t.co/tpRR1Vio4k
1,"@blakeshelton Great movie, I just watched it too 😊"
1,@more_milf @RyderRhiannon @Sam_Bourne11 I like you ryderrhiannon and rebecca moore  😊
1,@TyTafira see you on Tuesday 😊
1,Atm Barbie as the Princess and the Pauper ⚘⚘ Hello childhood 😊 https://t.co/Tryq0bXfR6
1,@sexton_beetle @MuseDreamer99 @BlancoGoGo @maryannehobbs @BBC6Music It's dullish here today but the music and tea is great 😊
1,"BTOB 2018 Season's Greetings
ITEM CODE: BTOBSG18
PRICE: 2300PHP + local SF

**with freebies 😊 
PM us to order https://t.co/Q7uQXcuRJU"
1,"Yes I’m single , yes hmu so I can play you 😊"
1,"@p_machor Thanks Polly, I’m sure I will now. 😊"
1,"@PratimDGupta Pleasure is mine..... 😊😊
Have a great year ahead..... 😇😇😇
Keep Smiling 😃 😃.....
Keep Shining 🌟 🌟...
A… https://t.co/AJJnJ8kR4n"
1,@foolishlayde I think that would be cool!!! 😊
1,@KMadddd @_fsnl We can make it a family trip 😊
1,I have the day off 😊 https://t.co/MzN5If1mcL
1,This sums my head up to a t 😊 https://t.co/9RSuVdULyq
1,"Touchdown Mindoro 😊 
Thank you Lord for the safe travel ☝❤"
1,@rachellehanny Thank you hanny! 😊❤️ ang gorgeous mo naman sa profile pic mo! 💕
1,6 hours with @jamesdelavega_ 😊
1,Just got pulled over tweeting this 😊😊 https://t.co/3stJ2hmjhD
1,Correct. You know... Glass houses and all. He should resign. 😊 https://t.co/tmQOhbt6bR
1,@PurplePedialyte Thanks Cody 😊
1,The Rialto Banquet Hall 😊 https://t.co/qh00aLmRgZ
1,"@yannah90 Done! Can you please rt and like mine too? Thank you! Good luck for both of us! 😊 

https://t.co/ZLpOqs215D"
1,@taetaeaddiction PLS RTXRT 😊 https://t.co/QpIcMrZHHS
1,You bitches be having shit fucked up! 😊
1,Thank you for your support 😊 #TeamHinaKhan https://t.co/ZXWQiA9rVb
1,Life couldn’t get much better 😊
1,@hannahpence33 Let me know when you get moved &amp; settled and i'll bring Kaiden over for you to meet him 😊
1,@BTS_twt Aww.. Amazing vid.. I love u both.. 😊
1,Your welcome 😊 https://t.co/cGo8ICW21O
1,"But Saturday class was fun, a lot of people, but fun 😊"
1,@richard71652052 Lol a girl can dream though eh 😊
1,@careyoates Good luck! 😊
1,Happy #WafflesWednesday everyone! Although Nathan appears determined to have pancakes. 😊 Who do you think will win… https://t.co/62nM3mPVff
1,"First year college, the first time i saw you, we're classmates in parcor😊 
Second year college, we became friends.… https://t.co/cj97u848B1"
1,@GerrardinhoNo8 Me too! Genuinely 😊
1,@Carrie_Etter isn't that describing a cat walking his man? 😊
1,Headed to Jackson 😊
1,@iTz_Jah @saucyy_matt Im so proud of you 😊 i taught you well 👌🏽
1,@bhelman9 @StarMoviesIndia good luck 😊
1,@leslin08 Thanks - see you there? 😊
1,I would still like to take dis opportunity to say YE 😊RIGHT 😊ST 😊SCHO 😊U’LL 😊STILL 😊 MISS 😊OUT 😊FOR 😊TOMORROW 😊 16… https://t.co/GOppvO5ops
1,@ShadyRecords @Eminem @Beyonce 😊
1,"@EthanVanSciver Thanks...showed my son...

He was so happy...

And we will never leave again 😊"
1,@minchullii Definitely! 😊
1,@honeygirlyoongi Rest well 😊
1,Out here doing some journalistic things 😊 https://t.co/tZnl5tmOL1
1,@WilliamsWayNR Pleasure...you too 😊
1,@PatTheBarberr Oh okay 😊
1,Thank you for serving 😊 https://t.co/kmDA5Zc8AA
1,@KimberlyLoaiza_ Buenas noches hermosa 😊
1,"Thank you so much for sharing the review, Lynn. 😊"
1,@LipglossJill No worries 😊
1,@SoohyunFace It would really be daebak if we're right haha i thought I'm the only one 😊
1,I decorated for Christmas 😊 https://t.co/btzkldZm3q
1,@78114c52bbde474 @NiallOfficial We have one ticket for sale at face value at https://t.co/q3aSi0jb6F 😊
1,Zip lining with Zach @ Shawnee Bluffs Canopy Tour 😊 Great day! https://t.co/tbVF7BPK4k
1,"""One of the ghostwriters/ ""trusted sources"" signing copies of #ThePresidentsKeepers"" 😊 https://t.co/TR8ZikxEaR"
1,@theGOT7daily What is the name of that app where we can vote? 😊
1,@ShaziMcMeeking I was pretty sure I was following you anyway but refollowed 😊
1,If only you knew 😊
1,@rareDBpics @DBradbery @taylorswift13 That was nice of her! 😊
1,Belated Happy Birthday babe @beypastrana !!! God bless you always!!! More hangouts and chikas with you bb 😊 love yo… https://t.co/BLev7uUpzO
1,@AuthorRajiv52 It would be nice if you tweet correct info too 😊
1,@corey_deleon K block me bye 😊
1,I️ need more mornings like this 😊
1,@beils_tanya It’s ok .... calm down. 😊
1,Quote with your best friend on twitter 😊
1,@bustyanthem Absolutely! We'd love that 😊 send us a DM! x
1,Our shop’s Gingerbread wreath is giving us all #festivefeels 🎄 Is it too early to start counting the days? 😊 #chri…… https://t.co/5bO9yo3K4q
1,@TheSeatedView they had fun 😊
1,RT this if you're here before 1 M 😊 https://t.co/SdKEswwHhO
1,Hi @boytoyjesse! Can you please play #Kiwi🥝 on @1027KIISFM 😊
1,@AmyBethCupp @sewehw Over and done with... we move forward. 😊
1,@NursepollyRgn Theres nothing like a good bargain 😊
1,@rjshru most welcome 😊
1,rich chigga should visit my house @richchigga 😊
1,It's time to get fit follow them @DudeAthMotivate  😊 https://t.co/RDOrRdNwpb
1,"My bestie has moved back 😊 For some reason , I can't wait for her to meet Hassan.."
1,@NormanMadison10 Thank u as well 😊
1,@tinybittt What’s good 😊
1,@sureshpprabhu Sir Indian railway kab time se chalegi 😊
1,Finally winning something 😊 It pays to know money let me thread this tweet and see if yall can guess my rack 🤔😝 https://t.co/X2fgnOl1Tr
1,Never forget who ignored you when you needed them and who helped you before you even had to ask. 😊
1,"@DONWALESKY @sweetromancered Trust I know better , I've been sleeping alone for more than 20 years . I love my soul way too much . 😊"
1,@MhellyRamos Awwee 💝 marami pang next time 😊😉
1,@kxrenoids @maymayentrata07 @RainierDagala @jayweehair ito pa oh i made them out of boredom 😊 https://t.co/Iuyx2l6pGM
1,An exhausted Colin 😴 .... it's hard work being a hound! 😊 #Dachshund https://t.co/hkAxRmzLsZ
1,"🙌 YASSS It's time for a great show Isra Isra❤:شير وهدايه بليز😊😊😙 
https://t.co/9T7gMJvDZs https://t.co/Y40Z5aAl6s"
1,Just realised I can have an extra half hour in bed in the morning 😊
1,🌚 - I care for you and you’re like a little sister to me. No disrespect but I want to see you achieve every goal and I’m here for it. 😊
1,@AlohoNorah @Omnimojo Taken on board guys! Thanks 😊
1,Can we be friends if we don’t know each other befor... — La 😊 https://t.co/lZlo5XF43D
1,@WendyR38224819 Playtime shenanigans! 🙌  😊 https://t.co/dccQHk1zfI
1,@nesserickson omg! i know 😊
1,@CricketyClaire Well the weekend is fast approaching 😊 The bed will be your refuge 😁 xx
1,Going on 20 novembers now! 😊 https://t.co/sPFIUIelgz
1,@NiiN0i Lol I don’t have any 😊
1,"heyoo everyone! 😊

my favorite phone case/backpack brand is doing an iPhone X giveaway- @goincase

👇👇👇… https://t.co/NwCp15BP98"
1,@cookie866 @GipseyBridgeSch Thank you 😊
1,"@TheRealBrianSmi Admirable sentiments Brian, wishing you the speediest recovery you could possibly have 😊"
1,It's plain shameful!  😠 #EqualPayDay!!! 😤 #Cheers from #SouthKorea! 😊 https://t.co/S3x5UinyiK
1,😊 All smiles because I finally submitted my grad school application to my first &amp; only choice school. Crossing fing… https://t.co/gQ1RliO5ME
1,@lesleyh17 Morning gorgeous 😊 xx
1,Lol guys fool themselves into thinking there's a guy code. Shoot your shot Sis. 😊 https://t.co/60RgHktmBQ
1,"I already got my materials! thank you so much @btsinbloom 😊
thank you so much! thank you! ☺️ 
#LKXBTS"
1,@brelipps Lol fuck off . Hims so cute 😬🤗 That's my babeee 😊
1,"@heathercampbell BTW, I quite liked your song about Elon Musk. 😊"
1,@103amf 100% correct my friend 😊
1,@sweetblacks_ Igual Certas Amiguinhas Sua 😊
1,🌌 Good Early Morning Crew 😊
1,@APM_MBC 😊
1,@redorbrownsauce You too! 😊
1,@LorenaCassady Thank you 😊
1,@rforrobin thanks Robin 😊
1,@tinysarah101 Good song great video 😊
1,Had the nicest birthday and I hate birthdays but this was exceptionally lovely 😊
1,@moronhumor @Ra_Bies @Dishasatra https://t.co/uHHpnjnOZz  😊😊
1,My friends are bomb 😊 https://t.co/5T0ukWVkJi
1,@_unicolern @DUAMYGOD I'm hoping 🙏 I'm keeping my eye out just in case it changes 😊
1,"@LukeCombsMusic @AshleyMcBryde You need to add an Indianapolis, IN date 😊"
1,@ValleyAllBlack Fingers crossed for another good one tomorrow 😊
1,@hindumahasagar @IndMahasagar @AsYouNotWish I think you need it not me 😊
1,@BJOYLENZ_FRANCE @JChambersOnline @BethanyJoyLenz @ABCNetwork Awesome thank you 😊
1,I love my friends 😊 always give me something to do when I️m feeling down.
1,@caratfangirl does that make his mouth the perfect shade of pink w/ tint on cos anyway......................i would say so 😊
1,Dac brought me food 😊 love that red power ranger
1,@ALiferGaDawg That’s true 😊❤️ ...thanks me too 😁
1,"I got new rules, I count them 😊 https://t.co/2frkeBNmUq"
1,Si les gusta dale retweet 😊 @hotwifemex18 @2011_gibrancito @cabinas_juarez @Novios_Horny @Quemadosmtyy @NoeYesi1… https://t.co/I6zmTXJiwu
1,Take Our Ireland Ancient East Road Trip and Discover the Past @IrelandsAncientEast @tourismireland 😊… https://t.co/YjaGJE1p6a
1,Don’t Forget To Play Once In A While Too 😊
1,"@BeachMarketer God no, that's far too complicated 😊"
1,@brentparaiso Get well soon brentikoy 😊
1,Passed my second GED test. 😊
1,@HFUSA Volunteers Great humanitarian effort 😊 https://t.co/dntmySqLgV
1,@shoutwhenever What size are you? I have a couple heavy duty coats if you want to borrow one 😊
1,@xoSteffixo Bitte 😊
1,Any motivational advice for me today? — God has a greater plans for you. Trust Him 😊 https://t.co/rqyzfkONM9
1,"Yes! enjoy your long weekend!
Perfect to read  #YupIAmThatGirl 
Book📚 of #MaineMendoza 💛😊 https://t.co/A8iEcsoDC5"
1,@ruthwignall Good 😊 Morning https://t.co/LPiMQ9FiOC
1,@_mimyyyy Congrats! 😊
1,"@TheMarckoguy Thank you, Markus 😊 I want to grow my fringe out so thought I'd try it. Think I like it."
1,"In summary, my ready steady cook stint in the kitchen turned out just fine I think. 😊 https://t.co/Zecu67Dmcx"
1,"@Bader_vid Many people have bright ideas but they don't use it correctly !

Is that right Bader ? 😊"
1,I hope you are inspired @barnesey5 😊 https://t.co/wBT6t43ep8
1,&amp; my baby toriannnnna 😊
1,@mancbator Thanks 😊
1,@ikinatorr aw man have fun!! i’m gg tonight 😊
1,@moonlightarixoa in any of our Three or Carphone Warehouse stores 😊 Mairéad
1,@kaelarainn I’m great Kaela! How are you this morning? 😊
1,@lardteamaker I don’t mean from you 😊
1,"al ver esa foto, simplemente sonrie 😊 ella se ve feliz. that's all that i need"
1,happiest little thing..! 😊 https://t.co/fWTECaFk6s
1,@reemadamin @Walldo She should!!! 😊
1,"@Nash076 @Linkara19 Sun: everybody in the fandom.... mail Nash some gooood Whiskey.😊
 And then never speak of this again. 😉"
1,@PushDoctor #pushforhappiness @LaurieBeat  😄I’d be delighted 😁 to be picked 🌻 as your lucky 🍀 winner 🏆 thank you 🤞😊
1,"@staceylisting No I didn’t even ask for a hug ,I went to him and he hugged me 😊"
1,"Weekend #vibes . Planning my next #wanderlust , prepping my blog posts for the week 😊 over on… https://t.co/g6tiBsufmi"
1,@xxHayls @SunKissedBS https://t.co/ulbtZtDrcc! you can get it 15% off when you use the discount code 'GLAZE' 😊
1,@Richelle81995 Yeah she totally nailed it 😊
1,"RT Amazing_Iife ""RT Amazing_Iife: This is life! 😊 https://t.co/kWVEfsW4gO"""
1,@INOXMovies @INOXMovies team please check the DM and revert back!! 😊
1,My best bud and I 😊 https://t.co/SIgGo3HVO8
1,"🛎 Tingnong~

You got a shipment from someone @Sir_MTarus 

📝  Watch
💸  30gob

Dont forget to come back 😊 https://t.co/uZysvUAYBR"
1,Enough Is Enough the Track List 😊 https://t.co/hcXt4Mhcey
1,Or a three way tie for first 😊 https://t.co/QwSIvua2dy
1,Late night thoughts but life is awesome rn. Holiday season is coming up and I’m stoked af 😊
1,@belser_andrew your perfect imperfections 😊 https://t.co/RNw67Rb3S6
1,#BTSxELLEN ❤️ can’t wait 😊 https://t.co/UkhWeo8Qao
1,@irenecharis Ohh sorry 😅 hahaha thanks po! 😊
1,@DonaldInDenial Can't wait 😊 #RMX2018
1,Yeah I’m feelin good tonight 😊
1,Just had an anxiety attack in the shower hbu!! 😊
1,@butpeaceyo I’m glad cause that was the intention 😊
1,@FirstScotland Stuck for drivers? 😊
1,"@legalbegal24 Thank you, Kathie!! 😊"
1,"@NateTalksToYou Talk to me, Nate 😊"
1,Yay! Such good company to be included in! 😊 https://t.co/a5L1D1I1lW
1,Proud to call Houston my city 😊 https://t.co/S1XkzsGNOS
1,@realwmtrainee happy 100th day with ONF 😊
1,"@TaViola92 @SecretShadowz_ @alex_ane90 @Cratoz911 @crewtheamazing Love this shot, T 😊"
1,@Wheatonlove1 Good morning 😊
1,@TheMattSaffer @MattSitkowski @weatherchannel @united @EWRairport @WunderCave Neat set up! I assumed it was a phone! 😊
1,@NicoleHollywoo4 @sheds19 Thank u 😊
1,"@taylorswift13 let’s finally meet, okay?? I’m in NYC until next Thursday 😊 https://t.co/0rJYQO3gkj"
1,คิดถึงมากก 😊 @MisterGrtsp  #grtsp #เกรทสพล #รักแหละ #Conversationthailand  #Tusexyboy https://t.co/acPNk3krHT
1,@companyofhounds My pleasure 😊
1,@Superdry This looks nice and cosy 😊
1,@motivated_kee Life! It's an ongoing lesson.  I'm glad your doing better.  😊
1,Good morning. Happy Friday 😊
1,That's the question I'll be asking  you this December babe 😋 😊 https://t.co/ahWImrlwMt
1,Best Birthday Gift.  My Daughters outfit as a cushion .  Love it 😊 ❣ https://t.co/NvKPUcLmMQ
1,Hi @Harry_Styles 😊 Would you mind taking a second to follow @jinglebellsH @dearestroses @beautifuIhes @londonscurls… https://t.co/u2e8Ad94AY
1,London tomorrow 😊
1,Say it to my face 😊
1,@SpiffyPenguin Sounds like a great morning! 😊 We also can't get enough of how cute they are!! 👩‍👧💕
1,@tsinyung Great! 👍 Please let us know where to find it 😊
1,"@mgutsch Try doing the Exorcist thing. If you can’t, you’re good.
Also, follow me back! 😊"
1,It's fine 😊
1,@ShaunBurgoyne9 @marngrook Well done Shaun (my favourite non-Pies player) 😊
1,@yoongi9303_twt This is so nice guys! 😊
1,@ubiqlife Right can't wait 😊
1,"A nice #TBT 😊 “Change the world, don’t let the world change you.” Continue to SMILE!… https://t.co/fPwFMdR6kD"
1,@fatmoneygod I like when your squishy 😊
1,"Uy! 😊

#ALDUBCarryOn https://t.co/YxuD8ta7rR"
1,"I’m happy and I️ know that it’s because of me, myself and I️ 😊"
1,@SiserPoll They all liked them 😊
1,@hm Is there any possible way that a HUGE fan like me simply get a follow from you it would truly mean the world to me! 😊
1,"I'm down, Debra. I enjoy reading your posts.
Oh, steeped tea double-double for me 😊 https://t.co/9FOOunS7JR"
1,Congratulations 😊 https://t.co/xXzmoCYxGt
1,"@trottimus I missed it 😢
But I hope that everyone that did get a ticket has a great time 😊🎉"
1,@louisawoods2 Thanks lovely 😊I'm sure I will 😄
1,@wheightsfan Thank you Sweetness. 😊 https://t.co/8JTXpiz9Mg
1,"Hi guys, from today y'all will address me as Mr Lovejoy, yes it's official 😊 https://t.co/2EVdJjs05P"
1,"@bdscientist @jlundenberger No, I  didn't. I'll have to add it to my to-watch list. 😊"
1,"@scaryhairyman Happy Birthday 🎂

Have a great year ahead 😊 https://t.co/HoBzcICRGH"
1,"I M S U R E, I C A N 😊"
1,@PhilBrough What about #ACS chat? That still allowed? 😊
1,Where do you shop? Whether #WeDoItUptown or #WeDoItDownTown - we always support small businesses in #MontclairNJ 😊… https://t.co/ZYoRXDAsPe
1,I missed this place 😊 https://t.co/dt9YcW5qHM
1,@hmhateslife Awwwie... Thank you so much... 😊
1,@gail_neal Thank you 😊
1,"@nicolejeffery @matthew_mitcham Hi Matt, I heard you were in Melbourne for sports conference. Have fun 😊"
1,"@NickGroff_ Please do, would love to get a chance to meet you an Katrina and pick your brains on all things ghost hunting 😊"
1,I've gotten so good at washing my hair without getting my face wet bc Jessie likes to puke in my hair after I put makeup on. 😊
1,Hope to have more interaction with him. 😊
1,"Work,shopping,gym, and Netflix will be my Friday 😊"
1,Less than an hour into the Sam Smith programme and me and Mike have tickets 😊🎵 Eek! So excited 😊
1,Good morning 😊 https://t.co/AUADUXyWkz
1,@DomRaelynn you’re welcome ☺️ &amp; thanks girl 😊😘
1,@Janice_ecinaJ_S Good night 😊
1,Day 3 What colour are you grateful for? Emerald Green. It's always been my favourite 😊 #Gratitude
1,Recap: Thank you @pinetree17015 for your kindness 💖😊 I wish I could've shown you my surprise &amp; laughter when openin… https://t.co/dUt7eg2Jj7
1,"🙌 YASSS It's time for a great show UnchainedAJ💙:#Chillin ✌🏼🌻☀️😊 
https://t.co/8kieS2xC0S https://t.co/r4TdscMVlw"
1,you don't have to prove yourself 😊
1,@BrianDiaz777 happy birthday Brian! 😊
1,Thursday 😊 #FierceGreenArchers https://t.co/gTYbnIhkb2
1,@Lucyvfreeman Just like (some) kids at Christmas: prefer playing with the big boxes. Son turned himself into a robot. 😊
1,@vxxrm @wildpjm_ Done! Can you also rt and like mine? Please 😊 https://t.co/cEieMI1Gzm
1,"@kiwiangelhes I really hope you meet him, you deserve it 😊"
1,Nap about to be heavenly 😊
1,@Fimh68 @SueSimpson33 @ElwynVal Goodnight 👋 😊
1,So who wants to be my friend from nov 9-13th so I can get free Starbucks when u buy and you get free Starbucks when I buy 😊 hml
1,@KHofsttter merci beaucoup 😊
1,Met with @RepKihuen today to talk about protecting our environment! 😊 https://t.co/KSiGLoztQN
1,"@geezercat Are you sizing up the Ginger , seeing him off Eric? 😊"
1,Smile is the best accessory you can wear 😊
1,Thank you all my friends 😊
1,Feels good finally laying down in my bed 😊
1,@KennedyLucy Hope you are well 😊
1,@abby_ryan17 That was a very scary moment tbh😂 Thanks Abby it was 😊
1,@daddydidyouwin @AllCommunityEve @BUFF_USA @AfterShokz Thanks! I’ll let her know you said so 😊
1,@HaralsonSheriff @PascoSheriff @9PMRoutine1 It’s everything!!! 😊
1,@tentheqoo 넵 ㅋㅋㅋ 감사합니다 😊
1,"okay, think positive and don't let it in to your system 💪 you're stronger than this! strong independent person ka tandaan mo! 😊"
1,"@molratty Thank you, Mo. 😊"
1,Can’t wait to see this nigga. 😊
1,"@the_tayking @darkslayer313 Daylight just ran out. I only got through front yard, lol. I'll be on time 😊"
1,@Nick_HateOnIt @math_sdays @tswiftchart13 Sim. Obrigada 😊
1,"@yayingbesideyou Thank you, Yii!! God bless. 😊"
1,@MissEmma_White @JaniceAlgar @OxleasNHS Welldone  😊 #flufighter
1,@johnmrkpascual happy birthday be 😊 Godbless!
1,Bright smile 😊 📸 Fredrick Paul Productions #chicagomakeupartist #laurenmicarezmua @ Chicago… https://t.co/I6sY5nvlVw
1,Could not be happier right now 😊
1,is anyone shopping for black friday? i need a buddy 😊
1,I know it’s not true that u giving iPhone X but still I ll try . Hope Hope Hope 😊 https://t.co/HC386co5ND
1,@julian_bream @rediae Good to see some familiar faces 😊
1,It's #Friday 😊 What are you #reading 📖? https://t.co/f8IJSHU7QV
1,goodmorning. 😊
1,"@SimPattyK Yes, is my belief. And seeing the big picture, and my intuition 😊"
1,"Loved hanging out with @Makayla_Mota today at the Passaic Valley PD Day 😊 We taught Sway, OneDrive, and Forms!… https://t.co/URQuNeGbHP"
1,@realDonaldTrump There ya go. 😊 https://t.co/xPiiIGwl4T
1,@S4DISTICJOKER @Pr0jecT_HaTTa @TeamPwnage @PAXEAST_2018 @soardogg @GAM3RGLOV3S @JerkyPro Hope to see you there! 😊
1,My new treat to myself @UnderArmour @TheRock after a rough couple of weeks and finally getting back to normal 😊 https://t.co/JhWCYRZ2Fn
1,@xx_nbsk Good afternoon in Mexico and good night in Japan 😊 (I believe)
1,@resyesther23 Thk u 😊
1,@RaveRepublic Welcome back. 😊
1,@wallfloweraimee Glad I made extra for the freezer - think it might be a staple 😊
1,"Hey Instagram Fam 😊
⠀
Friday can never come fast enough, I know that and I'm sure you all agree… https://t.co/FmeTyakpwr"
1,"New pic of @DanneelHarris at @PopAustinArt #POPAustin 😊
Source: https://t.co/Bl8CEZTTy1 https://t.co/piYPARpooh"
1,"@njhoranfying Done! Can you please rt and like mine too? Thank you! Good luck for both of us! 😊 

https://t.co/ZLpOqs215D"
1,"FINISHED ⚪⚫

10"" x13"" Couple portrait drawing (Charcoal)

- I accept commission drawings! Pm me for more info. 😊 Th… https://t.co/zp75wYl8D7"
1,@mj_rilling thank you!! it always means so much to hear other writers think the idea is good! 😊
1,@ezmaygracemusic You're very welcome 😊
1,Good mornin 😊
1,"@erikaheidewald Just pretend one of them is a guy complaining about the „friend zone“ 😊

I don’t get that either 😂"
1,@carlos_rivas_1 &amp; I will be wanting movies and drink wine tonight! And Taylor swift isn't allowed in my house. THANK YOU SO MUCH! 😊
1,@TheBrokenNerd83 Thank you very much! 😊
1,"Now until 11/19-- Harry and David items are Buy 1 Get 1 FREE! Don't miss this delicious sale 😊
#bnbookpassion… https://t.co/XK2TzuLZu8"
1,@veneredirimmel Right? He’s a great character and I really like his development 😊 Love that they didn’t just cast h… https://t.co/rbEsFS3BUe
1,"@Spencermusic1 Mi Amigo! Well, my brother 😊"
1,Putting the new display name length to good use. 😊 https://t.co/M2kbOgIzIc
1,@sophiiee_91 Thanks soph! 😊
1,Congrats! You’ve been selected as our winner. 😊 Check your DM to claim your prize! https://t.co/z5iSdwx8Ri
1,"@Mollybee100 @Catstycam @keswickbootco @northyorkswx Thanks Ellie, changed a bit later but still a great day to be on the moors 😊"
1,@alanaauston_ @blackilyblack im omw to get some from you later 😊
1,"Phew! Job done 😊
Must grab a bite to eat now 🤔"
