label,text
3,IM REALLY AT 300 FOLLOWERS WOW 😭 tysm ❤️💜✨✨✨ https://t.co/1MbnPIypjj
3,I want the 39 A Palette 😭
3,but it might be worth it 😭 it's not like you get that option everyday https://t.co/mXA7aEVmeF
3,@sleepykokiri Omg I just saw this 😭😭😭 why are you such an angel 💕
3,OMGGGGGG 😭 i would be dyingggggggg the whole time like y’all don’t understand https://t.co/3x8zRFLISO
3,I lost all my lighters when i went bk home 😭
3,Can someone send me load??? hahaha im outside pa 😭
3,"Ugh this nii, just checking 😭😂🤞🏽 https://t.co/7B0Tsw65U1"
3,"Can i just fast forward to being stable, wealth &amp; healthy 😭"
3,“Ma’am i’m just trying to enjoy my lunch” took me out! 😭 https://t.co/Cu59ufnuiw
3,"@wingsyoucanfly @bangtanXarmys__ Done✨ i need your help too fam 😭
https://t.co/KOKvXvMtDW"
3,Je comprend maintenant New Balance. 😭
3,@TheProBeest Oh man it sounds good 😭
3,WHY IS HE SO LOUD 😭 https://t.co/jkYqjQy6dJ
3,My stomach and head been hurting for so long 😭
3,ffs 😭 i don't understand how I can sleep 10 times in a day
3,Bet Mr1738 deleting his whole hard drive right now 😭
3,their performance was so good 😭 i️ can’t #flicker #SeeingBlind https://t.co/umjatPXsmR
3,@Realnegrogaming My girl!! 😭 i Like both!
3,So for legal reason 🙄 can’t share the other pic but there is a lady that looks just like her it’s weird 😭 and it had me dying !
3,I didn’t think I’d be this content and happy yuh 😭 https://t.co/r9dLcE4Tnf
3,I can’t ever be washed bro... 😭 niggas always tryna get litty!
3,This gif makes literally any caption funny. Like I can’t breathe 😭 https://t.co/vTpWj8ggA8
3,"send me good vibes on this presentation yall, i haven't really slept but im finished and i gotta kill it 😭"
3,This actually catchy 😂 I hate jersey so much 😭😭😭 https://t.co/FFD2L2XAZp
3,@travyracks Niggas out here doing weird shit dawg 😭
3,@SirSuaveJr If they was they kept it on hush mode 😭
3,I'm just eating these original lays &amp; hot sauce 😭
3,I Got Mind Control Over These Bitches 🐣 😭
3,@CinthyaMarquez_  you need to go w me 😭
3,Ohhhhh shit !! The previews for next week episode on @STAR got me everywhere !!! 😭
3,"I️ saw some nigga with a goose on already, ya just couldn’t wait huh? 😭"
3,@HooiWanV They’re so precious 😭 https://t.co/jstisKFxF5
3,I'm in bed...😭😭😭 https://t.co/UtBcGYJJ8g
3,Zo came and scooped me ina Porsche 😭 my boy doin big things in ptown 😂😂😂
3,who the fuck is this new Liam on season 8 of shameless 😭
3,@AFizree 100% buying. Broke af atm. 😭 loan me bro
3,THANK YOU😭💘 https://t.co/WQmyQfX2sw
3,#flashbackfriday ummmm...I wanna say this dress fits me as a shirt now 😭 #skinnygirls #babyfaces https://t.co/LP3QtTEa9M
3,@Yolenda_Posh Yoh I got annoyed and he’s not even talking to me 😭
3,Can i jz skip to the life mm where im happy af n not bother by other things? Shit i miss childhood 😭
3,"Please give us Official statement ASAP 😭
#KYYS3WithPaNiAsMaNan 
@myleeta @BBCWIndia @MTVIndia @viacom18 @justvoot https://t.co/JRjS4YVMvc"
3,"@SassaShim Ofc. 😭 I cry.
You don't know how much I want a DBSJ single/mini album like they did with Show Me Your Lo… https://t.co/h94HxnZXBf"
3,@Gelicamariaa She's def the .5 😭
3,Can't go nowhere with @Lyne_Perie lmaooo no filter 😭
3,I miss my man so much! 😭
3,everytime i extend my knee it feels like i have something on top of it pushing down. why does it hurt so bad 😭
3,I know right 😭😭😭😭😭 https://t.co/tslDfcxCDj
3,@BTSKSmoke Still ain’t turn up I had a lot to do yesterday 😭
3,@Selarlene Ok but how are these so perfect 😭
3,"My friend is sending my Karneval snaps, I miss Cologne 😭"
3,Craving some bread from 43 &amp; broadway 😭
3,I had the worst headache earlier I slept from 6-11 😭
3,Son 😭 https://t.co/SpJM5e8O1P
3,"@Gugufan_Danjjak @VIXXual_ Done! Please RT mine too pls! Thank you so much 🙏😭💓

https://t.co/zdB55ss5Du"
3,TOUROU SENEGAL THIA COUPE DU COUPE DU MONDE 😭
3,Me listening to 1989 cuz you don’t want to release it on Spotify and my copy doesn’t come for a week 😭… https://t.co/tOoYwfWHM0
3,pa lowbatt nko 😭 thirdwheel rba ko rn HAHAHAHHA :(
3,@foxykth i love it so much 😭 https://t.co/IIes4g993x
3,"@GeenaaRai Thanks Hun, I’m trying to get a ticket but no luck 😭"
3,Nawala si Savior 😭 Author Why? 😭 https://t.co/Fx7q2lEhwV
3,i’m seeing paragraphs now on my tl 😭
3,this is beautiful 😭 https://t.co/PexaaGaQ5H
3,"They make me jump from happy to sad in a half second 😭 Chul ㅠㅠㅠlifebar 슈퍼주니어, 13년차 아이돌의 눈물 171110 EP.44 https://t.co/Wim9ntNsyL via @YouTube"
3,I need the adapter for my headphones 😭
3,Sweet Tooth 😭 https://t.co/3xPTJJUOob
3,Aww what LMFAOOO 😭😂😂 https://t.co/rKwLkvWrp3
3,"@patricianslacap Thanks for accepting my request, ate! I'm your biggest fan and one of your silent readers 😭 *sana mapansin mo ko huhu*"
3,Why do babies these days already know how to twerk? 😭
3,#Tb Missing the korea weather so much man... 😭 I'll be back https://t.co/GH0j77Mfmx
3,glad my night was ruined 😭
3,@ccaammc @brina_marina1 i miss nights like these w y'all 😭 https://t.co/B8eNp2R8RX
3,Jus to let you know the Cats and Dogs lp will be a bit delayed due to game crashes!! 😭
3,@__keepupwithb girll imma have to text your phone 😭 update youu🤣
3,My Niggas Really Won Tonight Even w/o Kyrie.. I'm Really A Proud Mother 😭
3,"When a girl tells me she's gonna tell me a joke, I just want to kill myself because I know that shit is gonna be dead unfunny 😭"
3,"@tvphangurl1 One cannot be everything, so take a break and take a chill pill😭These positivity claimers are too impractical 😜"
3,Barry is going to start thinking by himself this year f i n a l l y 😭 https://t.co/7cLlkN4Qap
3,I be telling niggas stop giving they jugs away tryna be Clyde before she go burn yo method out w the next nigga😭 https://t.co/WL0JJe7Iok
3,Y’all I was on FaceTime with @haleytyanez and I legit started tearing up just by looking at her 💓😭 that has never happened to me before 😩
3,In so much pain I’m nearly in tears but I can’t miss uni this is so horrible man 😭
3,@sanddyym4 omg yes i love that idea 😭
3,@HazMattSSB @VGBootCamp @smashgg Thanks hazmatt i really do appreciate it 😭
3,Dunno what to feel 😭
3,Lmao nikita funny asf oms i be high asl watching this shit 😭
3,@jalisawhitefl @garretteparsons @tsunami_serrano You always finesse a date to them though 😭
3,wish i could throw sharks and crocodiles and turtles but i'm supposed to protect them 😭 https://t.co/vGlskPFmmJ
3,Rih blessing us with another selfie! 😭
3,Outdoor movie theater please? 😭
3,@sugafull27 If I get confirmed I would be down 😭 I Live I. Texas but I wanna go so bad
3,@kynleabrooke I'm in all honors and they won't give me a break 😭
3,And Arizona saying she misses Mark. Stop it. 😭 #GreysAnantomy300
3,@ldotmm @martinhenderson Im so sad  😭 I need him
3,"@priya_8585 @RajBaddhan OMG I planned today to not miss his #SabrasDrive but I end up miss it 😭
I don’t know wy I hardly catch Raj 🤦🏼‍♀️"
3,I️ want flossy posse lmao they lit 😭
3,Trying to find my power banks so I can charge it now &amp; be able to vote later *secretly* during my niece’s party. 😭… https://t.co/dG3LEnb9x3
3,@CayleeKirby Awh those younger pics 😭😭 love you cay! 💓 thank you &amp; cant wait to see you either 😛
3,YMC should provide tissues on their album for Wanna One’s upcoming comeback 😭
3,@thacondition Sis 😭
3,I’m so blessed. God is so good 😭
3,"Maar Banyana baga Modiselle Y'alls beauty is beyond measure😢😭😍❤👑
@BontleModiselle ❤ @CandieModiselle   ❤ @vanillablaq  ❤
I love you guys😭😭😷❤"
3,I️ wish Chanel made more men’s stuff 😭
3,@K3g3l @andrewwhiteau ikr 😭 read the updated terms of service - I mean someone would have to be a real chunt to rep… https://t.co/EmbmsKg0P4
3,You know you blew when you spell shit wrong 😭
3,"My Mad Fat Diary Gang..idk but I suddenly miss this show..i remember, this was my fave pick-me-up show years ago 😭… https://t.co/TW2l5htshn"
3,"I️ told myself I’m never going back to the 75, 🤦🏽‍♂️ this it tho this the last time 😭"
3,But at your own risk 😭
3,Heartburn Mixo 😭 https://t.co/zRbzYqbE2l
3,@josh2298 They don't play them again huh only in New York? 😭
3,Trueeeee before I was a hijabi my ears would always hurt so much and give me a headache from the cold 😭 now I never… https://t.co/iY76NqgQE9
3,Currently crying my eyes out watching Grey's Anatomy on the episode Derek dies 😭
3,My heart 😭 https://t.co/FRdcBEcSeP
3,@YSSAntshelovely @elisesunga HAHAHA LOVE U DI NAGKASYA E 😭
3,fml missed the deadline for the all-stars 😭
3,Wi-Fi has conspired against me. Thought I was really about to tweet from my computer but noooooo 😭
3,@Ohhh_katieee fr I don’t even remember falling asleep 😭
3,my sunshine looked so cold 😭 i wish i can give him plenty of blanket to keep him warm 💜💜 i love you so much lee don… https://t.co/b3goya3AoS
3,"Kind of sad we only have a shower head , no tub 😭"
3,@AceKoopa400 @KeAsiaMarie_ Lmao facts 😭 me and my nigga Chris gone handle that 🔫 don’t worry bout it 😂🎒
3,I just love this show so much. 😭 https://t.co/7DphWTwZmX
3,Why is this happening to me?!?!?!?! 😭
3,Watching Dear John 😭
3,She even said oh noooo 😭 https://t.co/0vrNrVVsfi
3,I'm screaming 😭😭😭😭😭 https://t.co/u9pYVh4z1D
3,It's 5 a.m 😭 I need to crawl in bed like rn
3,I’m caught between being tired and being energetic. Like I’m in limbo 😭
3,I get so happy when my old interns come back to me and ask for help 😭
3,this photo is gold gives me so much feels 😭 https://t.co/FXZQvlcOWR
3,@MagicMallyMal22 Not working either 😭
3,I want some updates 😭
3,some guys were looking at me and my brother scared them away 😭
3,How can someone look this good 😭 https://t.co/5cADnTBy12
3,@laticiaselina Omg! Did you watch the latest one? 😭
3,My brotp😭😭😭😭 https://t.co/aaUFc6yUOC
3,I really just wanna suck some mean dick is that to much to ask 😭
3,We haven’t even seen ‘Untucked Jersey Kyrie’ this season yet. Just imagine when the time comes. 😭
3,@kylern389 Yeah i know 😭
3,@EverydayStrugg AK is just there to give perspective on ‘youthful’ content and prove Joe’s points 😭 and everyone love Nadeska
3,"@jaehyuned_ Half dead, half alive bc uni haha hby tho??? I missed stan twt so much 😭"
3,They got you too.... 😭 congratulations tho https://t.co/Qt10Rrn5LN
3,It's even rusty 😭
3,I love my pharmacist so much. I'm going to miss her when I move 😭
3,@jsteph7 MISS U. Move back now 😭
3,Its so hard to leave Manila 😭
3,"Person: Hey, how are you?
Me: (icy) fine. 

Still me

Omg I don't have friends 😭 I want to have more friends.. extend my social life.."
3,Why isn't Hulu working??? 😭
3,"My weekend officially begins. Sleep, I missed you 😭"
3,"Booty patrol 🚔
🍑 errrwhere 😢😭"
3,"@ClaramJauregui Dinah read this please 😭 I wrote this with all my heart for you ❤
https://t.co/hj2rK6BTmC"
3,"@BBCRadio4 I read this - did not make me happy
But then I read The Stars Look Down 😭"
3,screams if this isn't me 😭 https://t.co/RMI5Juj6Mu
3,@DevonteJThomas YOU HAVE TO FILM HOW SHE DOES WITH PARALLEL PARKING!!!! i swear the hardest thing ever 😭
3,This picture will always have me in tears 😭 https://t.co/CxlLqj4AI6
3,What is this master piece 😭 https://t.co/EZzMS2wq4u
3,@Kinestra It's a good job we both like cats or I'd be stuck for conversation topics 😭
3,Really don’t wanna leave this couch 😭
3,@tscliffton SHET SAME 😭
3,one day bro ... one day 😭💔 https://t.co/SYP2mq6lG7
3,@SweetHART_215 me three. 😭
3,Watching the Grinch without my bestie 😭 @tanayoungblood_
3,Who let him out the house like this. 😭 https://t.co/U1aypgiwHq
3,@Naataliemarieee no but I called a shit ton of people 😭
3,"I am so over today, but then I don’t want it to be cause that means I’ll have work to come back too 😭 why’s it no Sunday?!"
3,@Echoed_AE @NiVampir @KaysuoAE Aww thank youu that’s so sweet 😂😭💙 same to you ☺️
3,"Luna’s fever went up from her shots and if it goes up anymore, we’re gonna have to go to the hospital 😭"
3,Cardi is on the line up for the MOBOs 😩😩 I'm going 😭
3,"I would rescue a puppy in a heart beat, but their medical bills are just as expensive as ours 😭"
3,Trying to make John an anniversary dinner and Graesyn will not let me put her down...even when she's asleep 😭
3,@GraysonDolan Oh my gosh!! Wish I lived in London rn 😭 I live in Canada 😂
3,Chance was in my workplace and I had no idea! 😭 https://t.co/YDNnq6SSHM
3,@Big__Boss23 look at this nigga in mentions buzz 😂 i mean like reallyyyyy check heem out 😭
3,"Yeeeer! Jesus help me got me 😭 I can't be the 1st one to pass out, I NEED that chocolate https://t.co/oc9Nn1B3ly"
3,Katie done told me a million times what color to do and I keep asking 😭
3,I miss those moments. 😭 https://t.co/zp4kAP4bj2
3,@ethel_mermaid I️ wish that was the case for me. Im currently headed to work 😭
3,@Arvizu_tweets 💀💀💀💀 lmao aw I Mrs.Philip 😭 but anyway I wish you guys the best &amp; congratulations once again!!! 💙💙
3,So ready to go home to get some real food 😭
3,You know you’re ugly when you have 141 solo pictures and less than 10 lang ung instagrammable/postable 😭
3,Can't wait to go home and love up on rose I'm so cold today 😭
3,@artothethur MAIS?! 😭
3,Ion know why people think im stupid 😭
3,"""that's a girl? say word"" 😭"
3,Gonna faint to sleep the way pelo yaka eleng bokete ka teng it’s having trouble pumping 😭
3,I’m not crying you are 😭 cutest shit ever ! https://t.co/76jkJNBXnd
3,yo what the FUCK 😭 https://t.co/8htfzDUxK2
3,@MGd0ll Nahhh I dead do that tooo 😭
3,@AshleyPerezzz And then gave us all the homework answers 🙌🏼 I️ miss you 😭
3,"@4ever_4life Man ur not the only one 😭 i got manyyy exercise to do,"
3,lalo na yung endgame ft. future and ed sheeran 😭
3,Aww he reminds me of my dad 😭 💕 https://t.co/UdDVS5kJsX
3,"@charlie_lawson1 😭 Oh myyyyy goodness, this is SO incredibly moving 😭 #LestWeForget"
3,Bro I feel you on this I have to shave in the morning and during the day when I get home 😭 https://t.co/gxH06I1rhB
3,14 degrees feels like 4 yep going to be a very chilly walk to work UGH. 😭
3,Someone who doesn’t forget the anniversary and puts effort into the celebration 😭👌🏾😍👏🏾👏🏾👏🏾❤️ https://t.co/ueFacIXQ8B
3,huge shout out to @kenziet93 for helping me pass math. Math 30 is no joke 😭
3,I can't leave my bed right now. 😭 Why flu? Why?! 😭
3,i tried so hard to not sing this shit 😭 https://t.co/8pvmzBhEH1
3,yo we hella hotboxed marco’s car and there was hella smoke when we put the windows down! 😭 shit looked like clouds
3,I’m finally figuring out what I️ wanna do w my life &amp; im actually so excited 😭
3,"@favLlGHTSKlN real shit, it's sad lol 😭"
3,"@do_u24 Bro he’s so unstoppable,I miss him every day Daniel 😭"
3,I cant wait for my husband to beg me for more kids like stephen has to ayesha 😭
3,my first 140+ characters tweet btw 😭
3,@Lez_Lover22 Lol cmon but the strap stretch it out 😭
3,@sophitia_clarke Loooool is you have that fear of holes stay away from it 😭
3,@GloooBryan you look hard in your avi but the pink hearts throw it all off 😭
3,S T H A P 😭 https://t.co/Ms4c5iAbLI
3,I just want food 😭
3,Y’all I finally understand math 😭
3,"August 2017 was a blessing to JJPshippers 😭 Personally, I never thought we could get a JJProject album again...or a… https://t.co/002RZl8Hc9"
3,😭😭 true love right here https://t.co/g8kCQBDlhf
3,Coming home to see this the first thing on my feed!! 😭 @deekshabhushan https://t.co/PDcJWHkPA1
3,HALA ANG POGI NILANG LAHAT TANGINA WALANG TAPON HUHUHUHUHU SANA MAGANDA OMAYGAD ANG SWERTE NI ATE 😭 https://t.co/h9vwZUVgIK
3,@itsroh1 😭 yes 💖
3,This depression hits me at the worst of times 😭
3,This is literally the worst possible timing to be sick 😭
3,@DlyLea28 Frank 😭
3,I really be sticking that shit when im dancing to Chris Brown 😭
3,"@stanbangtan_ done. hello sorry for bothering.. please help me too 😭 RT &amp; LIKE thanks
https://t.co/m9PexJhVJ0"
3,"my best just said she coming to get me, i don’t think i’ve been this excited all day 😭"
3,"You always healed my heart even if wala naka, dugay ra. Karon rako ka realize. I've been subtly in love with you 10 years na. 😭"
3,@Tre_Bayy_ 😭 cause she getting some dick wow
3,@VisualKush I lowkey love when you do that 😭 baby
3,@steenfox 😭 You oc
3,@yoyotrav They just did time together 😭 they in this forever
3,"@seanmichaelhart I know, and he won't see any of my 23K gems, either. 😭"
3,TY guys for the amazing hangs today!!! 🍂💛 First cam of the month #1031 --&gt; #172!!! 😭 Special HUGE TY to Bones for m… https://t.co/Y1FPcH8Be1
3,This tweet is probably the one that jinxed me and got me bagged 😭 https://t.co/w7DWmAEQbZ
3,Lemme go get ready for work 😭
3,@becca_burroughx Got exactly the same 😭
3,@LyricaBelachium omg 😭 where did you get those blurrs
3,@b0icelf Hahah but there has been a hallyu ban since last year? When china korea relations deteriorated 😭 it's been… https://t.co/mJJ2IOdc9o
3,The things I️ would do for a pizza right now 😭
3,"Mannn I just got my iPhone 7 like four months ago and now I want the iPhone X 😭 

Fuck you Apple. 🖕🏻🖕🏻🖕🏻"
3,ohh nahh she said it’s gonna pop out my back 😂😂😭 how tf 💀
3,"@AbbeyLnicholson OH MY GOD ANGEL, I love you and miss you 😭"
3,"I want to live out of a suitcase and travel the world 🎒🌎 
(Wanderlust) 😭
#lifegoal"
3,They got a Hey Arnold Thanksgiving movie 😭
3,I want 90s or 80s clothes 😭
3,That’s why i wear long shirts when i have grey leggings 😭
3,I've just finished my first work project Bitch 😭 https://t.co/j4iy1502T1
3,@MonlithicKernel Hahahah that's awesome. I need to buy it st a store! Her party is tomorrow! 😭 I'm such a procrastinator
3,😭 it's finna go down https://t.co/ewAtdnoE1L
3,I lost my favorite black scarf 😭
3,Im in love with my stomach and my heart 😭
3,Josh Abbott Band will be here the 30th and I'm so excited 😭
3,Sorry for ignoring you 😭
3,ok I just made porridge for all 9 new additions to our fam 😭
3,@foreverebb 😂😂😂 yo wassup with you ? 😭
3,Does someone want call and talk to me? I’m so bored 😭
3,@kristenorosco OH WAIT.. she's my girl 😭
3,Mommy wae? 😭
3,@Terrina_alwayz @unsloved_ Facts 😂 I️ knew something had changed 😭
3,This is a short week and I'm exhausted and drained 😭
3,@emilysmoakx I love you so much 😭 I can’t wait to hug you and Em 💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓
3,These 280 characters ain't working for me 😭 it's like I'm reading a manual now https://t.co/K4IDattkri
3,📷 imjaebeomtrash: Look at my lil baby lean on his big baby 😭💕 https://t.co/VSmyQlO1ma
3,😭 what if i become that to my Godkids? 😩
3,praying I️ get this job because I️ can’t do this one anymore 😭
3,@mijigonzales I don’t know 😭
3,36 days until #TheLastJedi 😭
3,"@hai_brianna I prefer pads on my heaviest days &amp; my third. Last two days are full on tampons. Tmi, but what can I say 😭"
3,@GiveawayPluss Me please 😭
3,This the funniest shit of all time 😭 https://t.co/cSiDO4WOIJ
3,pls forgive me i didn't know that'll happen. 😭
3,"@streetdolans Your whole life is ugly so fix yourself before you come at someone 

Jk that's mean asf 😭"
3,@highlighthunnie i look for any canned foods and just hope that it’s good when i cook it. like beans or corn lol sometimes both mixed 😭
3,@_bartosh loool was al fun and games last summer .. now im swimming in it 😭
3,"😭😂why? Thanks CJ, miss you bro. https://t.co/VjfdruLaPl"
3,@Joey_Chase I️ thought this was rice and nkatikwan 😭
3,just need my fan 😭 then I'm good
3,What is a Friday night when you work all weekend 😭
3,Im craving Double Spicy Chicken Mcdeluxe 😭
3,@ImChanceSuttons @JustinRoberts44 IM IN SCHOOL.. I WILL WATCH ALL VLOG! AFTER MY FINAL EXAM (next week) WISH ME LUCK 😭
3,Monsta x perform from zero today???????? 😭
3,@eleanorturney No .. the answer is Nope 😭
3,He'll nah I'm getting this shit out asap 😭 https://t.co/3b5wjs0TVL
3,@mlplyr @theadorothyII  sakita oyy 😭
3,I feel like I attract cheerleaders. And it's not a blessing 😭
3,@JaydaDoll2 who 😭
3,@ShaayMoneey Lol nun but jail talk like we don’t already know wassup 😭
3,I want coke 😭
3,"#AdobersTakeOver

YAY WE GOT OUR TICKETS 😭 @adoberstudios"
3,I just laughed so loud damn near choked on my popcorn 😭
3,I have all the left side of my  mouth anesthetized. I feel like a hamster. I don't like it at all 😭
3,"YOU JUST HAD TO
I'M CRYING, I'M WEAK, AND I FUQING LOVE BANGTAN 😭 https://t.co/dZZ0CfuWHc"
3,why did he throw down so hard😭😭💖 https://t.co/g9Hh6DCXYH
3,@ayrheelicious asa cavite forever 😭
3,"Staff meeting at 8am, start work at 11am, finish at 10pm. 😭 today is not my day"
3,If I️ had nigga hair I️ honestly think I️ would be so ugly 😭 I️ could not look at my head w/no bedabeeds in it bro
3,"@Beiwe Omggg well done girl! I need to do this, I eat junk on a daily basis and the only exercise I get it a walk to the fridge 😭"
3,@therealbklyn Saturday morning (that’s me wishfully thinking) 😭
3,you guys were amazing!!!! i get shookt by your stage presence every time!! 😭😭😭 https://t.co/Pc9GXiP1c0
3,@Lovelylauryn223 @Pris_Mndz21 Yeah but he got hit by a car 😭 someone was posting on fb that they found him and look… https://t.co/08AhP7WKQV
3,@SQEX_MD_NA @NieRGame 9s ?! 😭
3,@rowtendo @catahstrophic Girl what you mean you see them calves??? 😭
3,@KristyInCA Imma call tomorrow and see if I can pay to hold it... I can’t believe I missed how close one was to me 😭
3,My exact reaction 😭 https://t.co/PH6wBwvLOR
3,@talkalottasenz Duuude!! I'm sitting in some guys car now cause these people still wanna party - like I'm ready to go 😭
3,i dont wanna leave my bed 😭
3,That burrito I just made myself tho 😭
3,En serio i can’t wait 😭 https://t.co/qEDD9nLdMt
3,Gotta headache 😭
3,That night we laughed hard about this at my house. 😭 @Finesse_Fest @slip_jordan https://t.co/yduiESkJfh
3,@iKnowNot_ Aik time ye bakwas tumhe pasand thi 😔 😢 😭
3,When you have niknaks after a long streak of ‘clean eating’ 😭😭 they touch your soul that salt reaches the depths of your heart ❤️
3,Shonda Rhimes is an evil genius. The 300th episode of greys was so emotional 😭 #GreysAnatomy300
3,"Yeah, fuck it. I’ll stay! Swallow bitching and take the risk. 😭"
3,I️ want a cookies and cream coffee from qt 😭
3,Aweeeee I miss y’all 😭 https://t.co/XfmgyLFqBk
3,I don't know whats worse checking my bank account or checking my grades 😭
3,#Chernobyl spreading in Europe 😭
3,@kaiyah23_ Yes . 😭 you can’t do that to Saafir that’s not eighth
3,Got my 1st Nobbu! 🎉 I'm scared I won't be able to np5 her 😥I love her so much 😭 https://t.co/hkkcrJ0Om3
3,@amoromolola Cause we be spending 10 &amp; 20 dollars for a club or partying then regret it like I could’ve did something else with that 😭
3,@amesiaaaa istg my ass can’t run for shit 😭
3,why is singtel wifi so slow ? 😭
3,what should i eat at this time. it's 3:10 in the morning &amp; i'm at the campus. 😭
3,@aphroditine_ Thanks dear. Super! Lalo na yung first 2 days 😭
3,"The way he put so much emphasis and assurance on “Yes, bruv.” 😭"
3,Thank you lil sis 🙏🏾🙏🏾 but this pic make me wanna go back to braids 😭 https://t.co/tfQ4yhRJe0
3,@seltosqueeze @johnfrusciante 😭 copies will probably start popping up for sale on ebay and discogs soon!
3,@BigHitEnt @BTS_twt Anotha one 🤧❤ 😭 https://t.co/wwIXFnbPhH
3,Having eczema on my eye lids/ around my eyes is literally the worst thing.. all I wanna do is wear make up and I can’t 😭
3,😭 I love her so much https://t.co/VwH8uQhOcQ
3,Cba for it to be the third 50 shades I can't go see in the cinema coz I'm STILL gonna be a yute 😭 https://t.co/idzhPMmh1n
3,"Sometimes, I'm forget, who's me in this world, what my responsibility.....I'm just hamba and forever hamba 😭 https://t.co/ogxY0AyhUV"
3,J’allais lache mon tel ptn 😭
3,"@DADDYJIMlN @taeyoongz N please, no coconut hair 😭 especially for my kookie 😭
He's good with every hairstyle but pl… https://t.co/CPv7ECVfyH"
3,Tomorrow should be my last doctor appointment and everytime I think about that I just cry. 😭
3,My beautiful nephew 😭 Roman Leo MacDonald 💙 https://t.co/p9RJuDhJxS
3,Got a letter from the Department of State .. what happens when you pose on your passport picture 😭 me quedaré sin vacaciones lmao
3,Stop it 😭😭 https://t.co/OJSdbJ6OY1
3,"Instant remorse 😫 
Come back pleaaaase 💇🏻‍♂️😭"
3,"@proudtobeEnie grabe ung price 😭
wala ba student discount yan ?😂😂"
3,@Otaigbeee That’s good. I like the end result not the whole process of cooking. I get so tired 😭
3,Throwback Thursday 💖 miss my shape 🤦🏽‍♀️😭 https://t.co/xxOinE5ZT1
3,Coming home to Austin having to work later &lt;&lt; 😭
3,"@teabuiscuitonly Hahhah im the taylor swift of twitter 😭 mera dil tutne ke bahane hi dundti rehti hu mai, phir acch… https://t.co/SuVTsmeDFk"
3,I had to walk across campus to get to my class to find out it’s canceled 😭
3,I’m 21 years old and I still get excited at the thought of going home just to hug my family 😭 They’re literally my world.
3,Someone tell me why Ize choose to wake up at 10 for my 10:45 class 😭 &amp; then be tryna eat a 7 course meal &amp; wash my hair etc 😭
3,Grey’s has me crying every Thursday night I swear! 😭
3,@_catorcecatorce I know i ran out of space 😭 I still have 140 man
3,it’s been so long since i listened to the red jumpsuit apparatus 😭
3,"Not even gonna hold, I do this alll the time😂😂😂😭 https://t.co/MyZ5p0z195"
3,Omg I️ miss it so much 😭 https://t.co/zjDteNgZ51
