label,text
2,I can't believe @HorizonsOne is on a damn boat and can't talk about this with me right now 😒 https://t.co/lbmE2TbU7G
2,2/3 packages came today. Ugh guess I’ll have to be on the lookout tomorrow for the last one. 😒
2,@ViolentCrimson ; Who anak kecil who? 😒
2,Adidas will have all of their new merch on every other site but their own 😒
2,"Guys, Let’s go to dubai together. Will be mad fun. But you’ll pay sha 😒 @inceltourism https://t.co/DJvnf2zeXk"
2,i need to fete 😒
2,Some alyuh photographers need to stop use dem brush apps to make gyal look nice &amp; skin clean 😒 if dey ugly dey... https://t.co/vEDobxpL77
2,Kickass torrents was never as fucky as these other torrents  😒
2,I fuccin miss shoreview 😒 E’z UP TILL I FREEZE UP !!!
2,"""Can't wait to lie in tomorrow""
*wakes up half an hour later than normal*
""Wow what a good lie in"" 😒"
2,And now I'm dressed like a damn skittle so whatever 😒
2,When ya leg go to sleep it’s NO joke 😒
2,@CodyCox11 Why can’t you just be normal and have a wife in a couple years lol lyla is not an adult 😒
2,This weather got my lips fucked up 😒
2,"😒 why tf you keep doing lol &amp; lmao 
Explain me please 😪 https://t.co/haSro5fm1u"
2,When u applying for jobs nobody wanna hire you … when you got a job everybody wanna call u for interviews 😒
2,You don't have to be rude! 😒
2,I need to get back in shape 😒
2,so annoyed 😒
2,My cause of death is gonna be my far too playful and excited puppy 😒
2,"@OfficialMwave @BTS_twt Are you joking Mnet? :/
We vote and you delete? 😒"
2,@remcotweetie @richhallfoghat 😒
2,I should’ve of stayed home 😒
2,You said you wasn’t gonna leave and where are you now ? 😒
2,Someone just buzzed early with a parcel! Sadly for my neighbour. False alarm. 😒
2,"When old people ask “what would you do without that phone?”

Fuck knows Susan, what would you do without your walking stick? 😒"
2,We doing missionary with our feet hanging off this baby bed 😒 https://t.co/p7Xo7emybd
2,you know u got mad feelings when u afraid to lose them and u don't even got them yet 😒
2,Actually thought this would work out 😒 https://t.co/0xslelQHC2
2,I only worked 2 days this week 😒
2,Why do I have the hiccups 😒
2,@monkeybread2 👍to both 😒
2,@allinwithchris @chrislhayes @SenSanders Ugh. 😒
2,@skinnyghost @DistractedElf @CommutingCrow 😒
2,It’s really “clown Haven” night and I’m not here for it 😒 lol
2,They went from 3 to 4 designers showing and sent my Kenya home 💔😒 maybe if she had shown different looks ? Her coll… https://t.co/kZbojoJi64
2,I can't wait till football season is over 😒 because listen!!!
2,I'm annoyed with people 😒
2,i only have two friends from ada who will actually do things with me and one of them doesn't even live here 😒
2,@rosiebunz its soo annoying 😒
2,My friend say Wen Junhui look like a 'Bumbay' wtf?! 😒
2,"you flirt with everyone , duh 😒"
2,15 min my ass 😒 iv been waiting 45min to talk to a counselor at VC there was only 3 people in front of me! WTF 😤
2,Why do I keep getting Davis and Davies mixed up?  It shouldn't be confusing at all. 😒
2,Not big on being accused of stuff I didn’t do. 😒
2,Ffs can we stop getting hurt? 😒 #celtics
2,It’s cold af out here . They still got the damn air on in these buildings 😒
2,@TheLandBaroness This is betrayal. 😒
2,Crampppppps 🤬🤬🤬  I hate being a female at times dead asss 😒
2,No one wants to hear about your boy problems 😒
2,After my date Saturday .. we came to my crib n tk asked to see her lighter n drove off with it 😒
2,"@LittleDebbie Look, you got me fucked up 😒 Stop playing with our emotions and tell me this isn’t true!"
2,Fuck out my face 😒
2,all my pictures and stuff once again 😒
2,Crazy how one thing can just fuck up your whole mood 😒
2,Wau. And the way I bawled. 😒 https://t.co/JB5qgHEtqD
2,@NIVIsa4031 Lol the left is so ridiculous 😒
2,@benwhitelaw73 😒
2,1 more hour of work than I can finally go get in my bed 😩 hate working on weekends 😒
2,It really irritates the fuck out of me when someone who ain’t black says “nigga” 😒 https://t.co/ag0fok2fqG
2,@claricebailey @BBCNews Boyfriend and I are considering moving back to Somerset after I graduate but maybe not now 😒
2,@1942bs Who cares? 😒 #SNLIsNotFunny
2,Yeah and i guarantee you it’s the fans that wasn’t here through the struggle years 😒 hate that shit. Most fans been… https://t.co/AMIkv4pYsS
2,I’m not with this weather at all 😒
2,I hate emergency rooms 😒
2,Fuckkkk I gotta pay this ticket 😒
2,Irritated 😒
2,@imNickiTaylor Or begin training montage of how to be nice to your viewers 😒
2,@SRKsNish Yeah 😒
2,Why am I️ at the gas station &amp; this man asked me to get him a 40 oz 😒
2,You know what... ima kick @drdubdeuce ass. 😒
2,@JaniceChu_89 It's awful. 😒 I hate the algorithm!!
2,Launched myself coz now I gotta work on this thing ndizivukela 😒
2,"When ya day goes from bad to, to amazing, to #trash within like 6 hours. 😒 this is why I #drink and hate people. #justifedhatred"
2,Whatchuuu lookin at? 😒 https://t.co/n3IjjDhyXs
2,@taminguyen_ Stop trynna use us as an excuse to find a boo smh 😒
2,Should've done this last week 😒 #BuckeyeNation
2,Yeah that's crazy bro 😒 https://t.co/JmXD7cJru7
2,Dammit Brook 🤦🏾‍♂️ you were doing so good. Stay off the posters man 😒 just give up the 2 points sometimes. https://t.co/UKS8NZjrgV
2,@Runkmud @_Lost_Frog_ @YourCora I think that’s just call being an old regular 😒 At this point I’m just glad when she sees what a say at all😂
2,@thegreatmaay97 And you still want me to watch the new HxH 😒 LOOK AT THIS MASTERPIECE PIECE! https://t.co/PuIahAz8Rt
2,I️ need to be taking Dee’s pair with me too 😒
2,been sick for a whole week 😒
2,"I can't believe that the shitty football has taken over my television tonight, Corrie cancelled for it 😒 #ITV"
2,Are you guys really entertaining this? 😒
2,Ain't no casinos out here 😒
2,Then I️ guess we not friends 😒 https://t.co/hlrsrm3eDB
2,😒 I just want to write but my laptop is updating. 😒😒😒😒😒
2,"@BrunosWahine Look, they're heading for that small typo! That's no typo... I've got a bad feeling about this.😒😜 https://t.co/M3RvWEY76y"
2,I really can't stand people who do that wack ass shit. I wanna say something to her homeless ass so bad. I'm so mad 😒
2,Shot under a 6 point tonight 😒
2,"Tryna slow down on the henny

But my anger &amp; the pain dont never let me 😒"
2,Work is dragging today 😒
2,a bitch can’t find squirt soda at her local Key foods in New York but they’re out here with diet green tea ginger ale??  😒
2,aahhh i can finally breathe 😒
2,Car almost hit me from behind 😒
2,I don't be wanting to text everyone n they momma Chris 😒 https://t.co/1GqppK1BEM
2,NEED to stock up on Bath &amp; Body candles. But also NEED to save money.. See my dilemma? 😒
2,@qale15 Dude it’s fucking annoying 😒 one night out of the 4 months that I wana have a girl night or something at my… https://t.co/H98sDYlzbS
2,Why's he not performing there though? 😒 https://t.co/J5Aux7ncAB
2,@ezriasexdrawer @EzriaLover4Ever Not if it’s coming from you. I’d rather be broke 😒
2,"nahh, why tf do i even bother with some people though 😒"
2,@hypatekficient @amaonyia 3 is a crowd 😒
2,Stood in like for over an hour for the iPhone X and they’re sold out 😒
2,What 😕 exactly I saw in cricbuzz &amp; I thought it's happening at Eden 😒 https://t.co/3m2CXMYzNZ
2,"Whatever 😒 , you always used to come latee https://t.co/VWwPRiBmXL"
2,"@resruPnaitsirhC I hate how I always get good advice like this after I need it, smh my head 😒"
2,@Dewmonic_Abyss 😒
2,#London every morning 😒 https://t.co/8rXDC1nEv5
2,I left my lash glue 😒
2,I'm always jakes second choice 😒
2,I wish I knew how to be 😒 https://t.co/LKg8OMf8BQ
2,It's gonna be 20 degrees tomorrow and I still don't have a man to keep me warm 😒
2,@DiegoB_CR @CR_Worlds You forgot about Scandinavia 😒
2,I️ really don’t like when I️ don’t have track practice 😒
2,@Martin_RSA @ThatoDM Ya'll can squeeze me if you both pay my lunch 😒
2,Ima be hurt if i get off and she aint get my shit dawg 😒
2,Advocate wenu 😒 https://t.co/x5cFfDRRvU
2,I would show up to work early af the day everybody’s getting here at the last minute 😒
2,Mofo over here napping like he's the one who has to work all night. 😒 I'll let it slide for veterans day lol
2,Gotta headache 😒
2,@rschaefer653 Ugh. People. 😒
2,i want a new nose ring 😒
2,Cold one this morning 24 degrees 😒
2,Kinda depressing to realize you look old enough that NO ONE questions whether you are old enough to purchase alcohol anymore. 😒
2,Seriously 😒 I’ll kick your ass https://t.co/IisL0ak08M
2,This better be fake 😒 https://t.co/OqV7GVDi9s
2,@MissLeendokuhle Switch on the tv 😒
2,"@spooooookytacos i don’t know why you even expect me to anymore. and FYI, you woke me up from a nap. 😒"
2,@RaiyanSmith @pewdiepie Why? 😒 what prob you have
2,Why isn’t Taylor streaming her album on Apple Music? 😒
2,@Jidee_ @bbellam Jide na ur type dey peep people weh go block for college 😒
2,@Smudge2072 @TheNotoriousMMA Can't stand the Pratt 😒
2,Idk why but when I get mad I get to cleanning... talking spotless 😒
2,I’m ready to sleep 😒
2,@juiciestofjays Will you give me cuddles &amp; feed me? 😒
2,"@lazzy_otter Ok 😒

You can use as many as you want, but nobody else!! 😁😈"
2,Why ndisa plitwa is beyond me. 😒
2,@srhhi Yes ! You both are same. Never tend to hear my problem 😒
2,"چقدر چاق شدی؟ 😒
#MakeMeAngryIn5Words"
2,I don’t even wanna eat the nachos I bought anymore because this nigga got some when he had his crusty ass subway 😒
2,I hate when I find a new website and half of their merch is sold out 😒
2,Do alot and cant even get a text back. Smh 😒
2,If I gotta have my kids in my 30's I'm gon be upset. 😒
2,I've been getting A's on all of my quizzes but my grade only goes up 0.2%. Ok 😒 https://t.co/TEHV10NMuf
2,@AliceTeller Worse. He's voiced by James Corbin. 😒
2,@jcberrios31 Mmm @ your house 😒
2,Dead car battery 😒 imma be stuck here forever
2,This shower didn't help my body still aching 😒
2,@andreamazing Same. I just feel like a loser for thinking a had a new friend. 😒
2,@sensualpjm Well I didn't know okay 😒
2,@TheLastMohegan I’m not about to have this discussion with you 😒 just throw them hands
2,PUP ➡ Robinson's Galleria ➡ Crown Plaza ➡ Philex Mining Corporation ➡ PUP ➡ Uweee 😒 https://t.co/EcIWU0AiKG
2,Shit erks my nerves when sonebody wake my baby up brah 😒
2,@A028Prince Stop playin 😒
2,"Try harder with your dry jokes,Had to get myself a glass of water after reading this 😒 https://t.co/qdkR4EZdWc"
2,Hope Gio ok.. I don't like what I just read 😒
2,I need some weed in my system 😒
2,@gerbs121 @guypbenson 30 news sources? Omg its settled science then. 😒 sheesh
2,"No seriously though, fuck fake friends 😒"
2,😒 if I️t with one thing it’s another
2,@Aljxberr1 @alshouti5 😒
2,Friday night. Football on BBC &amp; ITV 😒 #whatsagirltodo
2,That's why some armys are lazy to vote 😒 🐍 https://t.co/1IHcE6RGfO
2,But yet they still do ... 😒 https://t.co/uS8p8b2js1
2,Just cleaned my house. Sadly it will get dirty again tomorrow because of the dogs and John. 😒
2,Ain't that a hoot! 😒 https://t.co/O6vbcyTgqy
2,Was followed to work this morning 😒 #creepy #parkingwars #Legal
2,@EmiScotty @koalibears 😒
2,My bf is so stingy with his @MarioBadescu sprays 😒 lol
2,Smh slepts for like 8 Hours for the first time in like 3 weeks izolo and I've never been more tired. Smh this is a scam 😒
2,"@OfficialMwave @BTS_twt Mnet.... U got no jams
You deleted our votes 😒 https://t.co/iiTuZ7uglV"
2,"Sadly,  I've been getting too many nose bleeds. I wonder why? 😒"
2,The iPhone X look like an Android . 😒
2,"L😒L ...

#TV ju$t elected it$elf. Were $anders to become the “can-
didate of televi$ion”, he’d FIR$T
be the candida… https://t.co/Sua1Qthtqv"
2,"How many cops does it take to screw in a lightbulb? 👮👮👮👮

 None they just beat the room for being black 😒"
2,I'm so ready to get off maternity leave 😒
2,Telling young women that they're smart doesn't lead to narcissism. 😒 https://t.co/eY9ocNOaKg
2,Not giving a fuck is better than revenge  hands down 😒
2,Why do all my apps keep crashing 😒
2,Heads fully gone 😒 who's playing out?
2,when the weather matches ur mood 😒
2,I don't understand how ALL my friends can be launchists 😒
2,@evepeyser That’s actually horrific 😒
2,"If I sound like I don't wanna talk, don't waste your time talking to me 😒"
2,@Miss_persaud @_famousdinero27 You’re blocked 😒
2,Never thought I'd be so happy with a point against Newport County 😒
2,Proper buzzing for my attack a snack and it was wank 😒
2,Well that fucks up my good day 😒
2,@HQzaynmaIik @TheShadyFacts Lol Taylor wishes she had Sam Smith's live vocals.  😒
2,my kid &amp; Allan crashed out houuuurs ago..... but nopeee of course not me 😒
2,@katemass23 look who I get to hang out with tonight 😒
2,@Kj_KingFinesse Which video you want man ? 😒 https://t.co/6ty2SsLkgD
2,@_ToriWspoon Whatever 😒
2,Lol story of my life 😒 https://t.co/oF4sgcgBcF
2,@TheRealJWill21 I went to settings and fixed it yesterday. 😒
2,"3 million black men joined the beard group, but won’t follow God’s laws... and most of em ain’t even got no beard prolly 😒"
2,"Permanent marker, my behind!
This is after 1 shower. 😒 https://t.co/M6JAMs34UR"
2,I’m turning 21 next month I️HAVE to do something this year 😒
2,I will smack fire from a bitch for being disrespectful 😒 idgaf
2,Girl I’m ready to go 😒 https://t.co/zthUwXlLFg
2,This week has been horrible btw and I have no one to make it better 😒
2,Love waking up to shit comments 😩😂 What a great way to start my day 😒
2,Yeah lets just sit outside and shoot a 3 the whole game when you are 6-20 from behind the arc 😒
2,boy do I love the sound of la at night 😒
2,@ChrisDokish Reverse that and you’re talking about me 😒
2,@JazTheFuture Yesssss!!! Shit pisses me off to no avail 😒
2,@shennabatulan wow. supportive 😒
2,"@jackferry99 Yeah, lucky you. We’ve got howling winds here.
😒 https://t.co/8CNk6M3h4x"
2,Day off o hindi 😒
2,I seriously need  little get away soon 😒
2,Oh finally someone agrees with me😏😒 Like what the hell? https://t.co/USld5R4gPN
2,I will not go through the same thing again. 😒
2,@veronicalehman I’m not even going after all 😒 #FML
2,Why is my final a group assignment 😒
2,My mama talkkkkk tooo much it’s annoying me cause I can’t say nothing like I’m really getting irritated 😒
2,@DavidSwan98 Ughhhh true 😒
2,For y’all that kept saying 2017 can’t get any worse. Well here u go. U jinxed us 😒 https://t.co/xjVwFyBuZC
2,@Asohaimy 😒
2,i’m single but i know who i want 😒
2,Gas money 😒
2,"@BrandonIsWhoIAm @DavidDeDavidson No, it's going to be a lot glitches and he's going to blame the developers. 😒"
2,My hype man gets suspicious looks at department stores. 😒
2,Seriously 😒 https://t.co/kI7l8tgt2v
2,ishare mo nlng at supportahan wag yung download at reupload 😒
2,My daughter is an asshole.. mean ass 😒 https://t.co/FrWTWu80DM
2,Doubt I’ll be gettin any sleep tonight 😒
2,I wish my hair would hurry up and dry 😒
2,Some maniac left the shower on 9 (HOT HOT) n i feel like I’ve shed a whole layer of skin 😒
2,If only everyone thought like this 😒 https://t.co/oFrnmbzqAs
2,Here we go again.. Sigh. 😒 https://t.co/m7fugDrgNj
2,Y’all paying $5 to design places? RT @YoungJazzyHo: 4.99 😒 #DesignHome play too much https://t.co/PwWlEeWXjA
2,Whoops. Dizzy as fuck 😂 started drinking without eating 😒
2,I don’t like watching tv with my mom because all she does is criticize everything 😒
2,yeah whos fault is that 😒 ima need you to tighten up niggasian https://t.co/zR8qdqDwfS
2,"True, its painful 😒 https://t.co/Ns49kn09Me"
2,@MLKPICKS It doesn't matter to me one way or another 😒
2,Idk how to feel. 😒
2,my back hurt 😒
2,"@JoeyJokerz Same, struggle to find time to fully grind.. would love to hit a quad 😒"
2,I don't think I can make the flights work to go to NYC for the Taylor pop up shop 😒
2,@totalvelli Nai bht buray hain 😒
2,Can’t fuck with people that get high and then act all paranoid 😒 like chill tf out I’m tryna enjoy this high 👀
2,"Oh, how I hate you sometimes. 😒"
2,I really want some chicken nuggets from McDonald's 😒
2,New jobs are so irritating with all of them training videos. 😒
2,Imagine need settling down with a woman who cannot cook or is too worried about her manicure to wash the dishes. Wemah voetsek 😒
2,Why do I️ always have to play my music when it’s a move 😒 I️ don’t have anything but Spinrilla
2,"@SimonBanksHB @Shorten_Suite @TurnbullMalcolm @MakeMayoMatter He realised, he needs her vote.  #auspol 😒"
2,Man's hot 😒
2,Omg babe! wala gud ko nanotify bout ani. 😒 Pero babe it's better late than never. Thank you so much babe! Hoy babe… https://t.co/mQh3vLlbJR
2,@GodJahAllah @ICUNaeee She fake cause I been told her this &amp; I got shit for it 😂😂 she gettin some words when she wake up 😒
2,"@t0tallyBasic Fuck, that’s fucked up! 😒"
2,Abysmal officiating. Terrible pitch but thanks 😒 https://t.co/2yZswoWvp7
2,"yeaah, I’m bored with this. 😒"
2,Anyone know where I️ can get pictures off my phone printed in good quality?....Walgreens sucks 😒
2,"I'm done with tonight,  goodnight 😒"
2,"@RealPamelaAnne What happened to "" I'll leave you here"" bullshit? 😒"
2,@MissMaga2016 @kimberly010960 @MAGAtrump5 Wouldn’t be surprised to see them at the “Scream Helplessly at the Sky” event 😒
2,these vibess ion like at all 😒
2,I️ just got pissed off just that fast 😒
2,I really want a PF membership but apparently so does everyone else from bville 😒
2,@sargentmckayla Literally my entire summer.... 😒
2,I️ really can’t with you every time I️ come to kent you leave🙄😒 https://t.co/Ge5vNtL8PO
2,My stupid iPhone8 won’t auto lock/ sleep automatically 😒
2,Praying my mama agree to letting me go out this house to get my eyebrows done 😒
2,"@yorkslassme Delete that link, stop watching 😒"
2,i hate boys who only can desc/like me by 'chinese look' wth man 😒
2,@jose8aleyva @mrcuddlez214 @pickitas_11 You can leave. I️ ain’t stopping you. 😒
2,My dumbass bf just ignore me when he do some stupid 😒 https://t.co/nIrZJezgUU
2,My moma is so fucking annoying 😒 it really erks me!
2,@elevateyouthzw failling to submit my registration for tomorrow's event 😒 because the event day field seems to be not working
2,@ayizzzle @Calbear95 Seriously! 😒
2,@NY_Wiseass Happens to me once in a while...sucks 😒
2,Why can’t I go to skeep after fajr 😒
2,I know I am but you don’t have to blast me like that 😒 https://t.co/opNdiypOvM
2,I️ feel like my mom and sister made a pact to ignore me in our group chat 😒
2,Another one of those dumb ass girls posting why did I cut my hair ?! 😐 why did I tho 😒
2,Better call a taxi or Uber to come pick you up 😒  #LivePD
2,@Eagles @cj_wentz What do I do with myself since you guys don't play this Sunday 😒
2,Why am I️ sitting here listening to this ugliness 😒
2,My phone just died on 83% 😒 I'm so over it.
2,so im patiently waiting for pangea 😒
2,Can't find nobody to do my see in 😒
2,"@NoVa_Caps https://t.co/6CvooFoafl
😁😄 
'charging is when you charge someone...'
Atta way NHL. 😃😁😀 😐 😒 https://t.co/KsFOqD9NAo"
2,It’s super early and I’m already annoyed 😒
2,Bitchhh u knowww i love takennn pictures 😒 https://t.co/KWVRVvyC9v
2,Mark website trippin 😒
2,That price real cute too 😒 https://t.co/RwesaFj3wI
2,Shame on you if you haven't watched Stranger Things Season 2 yet 😒
2,"@gaeanju I've read a comment that everytime Minhyun is with Ong, Hwangjae is always NO FUN so true 😒  He just invit… https://t.co/OTKubfRI9n"
2,Doesn’t mean if I’m quiet I don’t have anything to say 😒
2,@thejsl8 True 😒
2,"I swear i’m never appreciated, by nobody dawg 😒"
